"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"1500000US080130125011","Block Group 1; Census Tract 125.01; Boulder County; Colorado","109076","23642",
"1500000US080130125012","Block Group 2; Census Tract 125.01; Boulder County; Colorado","123472","62455",
"1500000US080130125051","Block Group 1; Census Tract 125.05; Boulder County; Colorado","123889","52569",
"1500000US080130125052","Block Group 2; Census Tract 125.05; Boulder County; Colorado","184957","44876",
"1500000US080130125053","Block Group 3; Census Tract 125.05; Boulder County; Colorado","245893","59517",
"1500000US080130125071","Block Group 1; Census Tract 125.07; Boulder County; Colorado","67759","39912",
"1500000US080130125072","Block Group 2; Census Tract 125.07; Boulder County; Colorado","40294","32309",
"1500000US080130125073","Block Group 3; Census Tract 125.07; Boulder County; Colorado","126071","49530",
"1500000US080130125081","Block Group 1; Census Tract 125.08; Boulder County; Colorado","169833","108463",
"1500000US080130125082","Block Group 2; Census Tract 125.08; Boulder County; Colorado","71278","21616",
"1500000US080130125083","Block Group 3; Census Tract 125.08; Boulder County; Colorado","95625","66080",
"1500000US080130125091","Block Group 1; Census Tract 125.09; Boulder County; Colorado","222109","48546",
"1500000US080130125092","Block Group 2; Census Tract 125.09; Boulder County; Colorado","153158","46097",
"1500000US080130125093","Block Group 3; Census Tract 125.09; Boulder County; Colorado","227917","113727",
"1500000US080130125101","Block Group 1; Census Tract 125.10; Boulder County; Colorado","250,000+","***",
"1500000US080130125102","Block Group 2; Census Tract 125.10; Boulder County; Colorado","157031","21398",
"1500000US080130125103","Block Group 3; Census Tract 125.10; Boulder County; Colorado","130919","20694",
"1500000US080130125104","Block Group 4; Census Tract 125.10; Boulder County; Colorado","98889","78144",
"1500000US080130125111","Block Group 1; Census Tract 125.11; Boulder County; Colorado","64500","20829",
"1500000US080130125112","Block Group 2; Census Tract 125.11; Boulder County; Colorado","81654","28376",
"1500000US080130125113","Block Group 3; Census Tract 125.11; Boulder County; Colorado","-","**",
"1500000US080130126031","Block Group 1; Census Tract 126.03; Boulder County; Colorado","135000","64216",
"1500000US080130126032","Block Group 2; Census Tract 126.03; Boulder County; Colorado","178333","71156",
"1500000US080130126033","Block Group 3; Census Tract 126.03; Boulder County; Colorado","101058","60182",
"1500000US080130126051","Block Group 1; Census Tract 126.05; Boulder County; Colorado","71071","28852",
"1500000US080130126052","Block Group 2; Census Tract 126.05; Boulder County; Colorado","22708","13608",
"1500000US080130126081","Block Group 1; Census Tract 126.08; Boulder County; Colorado","113125","32307",
"1500000US080130126091","Block Group 1; Census Tract 126.09; Boulder County; Colorado","30119","4957",
"1500000US080130126101","Block Group 1; Census Tract 126.10; Boulder County; Colorado","28317","13294",
"1500000US080130126102","Block Group 2; Census Tract 126.10; Boulder County; Colorado","27641","9769",
"1500000US080130126103","Block Group 3; Census Tract 126.10; Boulder County; Colorado","-","**",
"1500000US080130127011","Block Group 1; Census Tract 127.01; Boulder County; Colorado","217824","78436",
"1500000US080130127012","Block Group 2; Census Tract 127.01; Boulder County; Colorado","164475","61475",
"1500000US080130127013","Block Group 3; Census Tract 127.01; Boulder County; Colorado","150500","55890",
"1500000US080130127014","Block Group 4; Census Tract 127.01; Boulder County; Colorado","75478","24887",
"1500000US080130127051","Block Group 1; Census Tract 127.05; Boulder County; Colorado","79177","28223",
"1500000US080130127052","Block Group 2; Census Tract 127.05; Boulder County; Colorado","119238","59606",
"1500000US080130127053","Block Group 3; Census Tract 127.05; Boulder County; Colorado","147428","120430",
"1500000US080130127054","Block Group 4; Census Tract 127.05; Boulder County; Colorado","77813","32757",
"1500000US080130127055","Block Group 5; Census Tract 127.05; Boulder County; Colorado","102115","59737",
"1500000US080130127071","Block Group 1; Census Tract 127.07; Boulder County; Colorado","59583","24414",
"1500000US080130127072","Block Group 2; Census Tract 127.07; Boulder County; Colorado","114063","55435",
"1500000US080130127081","Block Group 1; Census Tract 127.08; Boulder County; Colorado","108750","48336",
"1500000US080130127082","Block Group 2; Census Tract 127.08; Boulder County; Colorado","250,000+","***",
"1500000US080130127083","Block Group 3; Census Tract 127.08; Boulder County; Colorado","109063","34157",
"1500000US080130127084","Block Group 4; Census Tract 127.08; Boulder County; Colorado","129842","45163",
"1500000US080130127085","Block Group 5; Census Tract 127.08; Boulder County; Colorado","133125","27957",
"1500000US080130127091","Block Group 1; Census Tract 127.09; Boulder County; Colorado","151250","62606",
"1500000US080130127101","Block Group 1; Census Tract 127.10; Boulder County; Colorado","206528","45445",
"1500000US080130127102","Block Group 2; Census Tract 127.10; Boulder County; Colorado","132578","30329",
"1500000US080130127103","Block Group 3; Census Tract 127.10; Boulder County; Colorado","168333","47011",
"1500000US080130128011","Block Group 1; Census Tract 128.01; Boulder County; Colorado","185568","23935",
"1500000US080130128012","Block Group 2; Census Tract 128.01; Boulder County; Colorado","149563","16573",
"1500000US080130128013","Block Group 3; Census Tract 128.01; Boulder County; Colorado","190700","66483",
"1500000US080130128021","Block Group 1; Census Tract 128.02; Boulder County; Colorado","151349","25851",
"1500000US080130128022","Block Group 2; Census Tract 128.02; Boulder County; Colorado","163750","32428",
"1500000US080130128023","Block Group 3; Census Tract 128.02; Boulder County; Colorado","250,000+","***",
"1500000US080130128024","Block Group 4; Census Tract 128.02; Boulder County; Colorado","203897","48423",
"1500000US080130129031","Block Group 1; Census Tract 129.03; Boulder County; Colorado","159554","41315",
"1500000US080130129032","Block Group 2; Census Tract 129.03; Boulder County; Colorado","189583","66391",
"1500000US080130129041","Block Group 1; Census Tract 129.04; Boulder County; Colorado","153500","12150",
"1500000US080130129042","Block Group 2; Census Tract 129.04; Boulder County; Colorado","156406","44693",
"1500000US080130129043","Block Group 3; Census Tract 129.04; Boulder County; Colorado","185972","108614",
"1500000US080130129044","Block Group 4; Census Tract 129.04; Boulder County; Colorado","100536","92824",
"1500000US080130129051","Block Group 1; Census Tract 129.05; Boulder County; Colorado","59758","32675",
"1500000US080130129052","Block Group 2; Census Tract 129.05; Boulder County; Colorado","103917","83773",
"1500000US080130129071","Block Group 1; Census Tract 129.07; Boulder County; Colorado","115784","22599",
"1500000US080130129072","Block Group 2; Census Tract 129.07; Boulder County; Colorado","168790","35822",
"1500000US080130130031","Block Group 1; Census Tract 130.03; Boulder County; Colorado","137500","115386",
"1500000US080130130032","Block Group 2; Census Tract 130.03; Boulder County; Colorado","-","**",
"1500000US080130130033","Block Group 3; Census Tract 130.03; Boulder County; Colorado","-","**",
"1500000US080130130034","Block Group 4; Census Tract 130.03; Boulder County; Colorado","131295","24468",
"1500000US080130130035","Block Group 5; Census Tract 130.03; Boulder County; Colorado","146405","14700",
"1500000US080130130041","Block Group 1; Census Tract 130.04; Boulder County; Colorado","112917","69052",
"1500000US080130130042","Block Group 2; Census Tract 130.04; Boulder County; Colorado","217188","20935",
"1500000US080130130051","Block Group 1; Census Tract 130.05; Boulder County; Colorado","117292","47826",
"1500000US080130130052","Block Group 2; Census Tract 130.05; Boulder County; Colorado","100313","38387",
"1500000US080130130061","Block Group 1; Census Tract 130.06; Boulder County; Colorado","165855","113052",
"1500000US080130130062","Block Group 2; Census Tract 130.06; Boulder County; Colorado","228654","21752",
"1500000US080130130063","Block Group 3; Census Tract 130.06; Boulder County; Colorado","175405","21091",
"1500000US080130132011","Block Group 1; Census Tract 132.01; Boulder County; Colorado","102961","22581",
"1500000US080130132021","Block Group 1; Census Tract 132.02; Boulder County; Colorado","147448","42082",
"1500000US080130132022","Block Group 2; Census Tract 132.02; Boulder County; Colorado","113750","34192",
"1500000US080130132051","Block Group 1; Census Tract 132.05; Boulder County; Colorado","147000","27151",
"1500000US080130132052","Block Group 2; Census Tract 132.05; Boulder County; Colorado","201761","95589",
"1500000US080130132053","Block Group 3; Census Tract 132.05; Boulder County; Colorado","226250","84508",
"1500000US080130132054","Block Group 4; Census Tract 132.05; Boulder County; Colorado","145647","67380",
"1500000US080130132071","Block Group 1; Census Tract 132.07; Boulder County; Colorado","90846","25580",
"1500000US080130132072","Block Group 2; Census Tract 132.07; Boulder County; Colorado","80330","5315",
"1500000US080130132073","Block Group 3; Census Tract 132.07; Boulder County; Colorado","154632","53748",
"1500000US080130132081","Block Group 1; Census Tract 132.08; Boulder County; Colorado","93346","19029",
"1500000US080130132082","Block Group 2; Census Tract 132.08; Boulder County; Colorado","-","**",
"1500000US080130132083","Block Group 3; Census Tract 132.08; Boulder County; Colorado","103289","21312",
"1500000US080130132084","Block Group 4; Census Tract 132.08; Boulder County; Colorado","90960","38923",
"1500000US080130132101","Block Group 1; Census Tract 132.10; Boulder County; Colorado","75050","13231",
"1500000US080130132102","Block Group 2; Census Tract 132.10; Boulder County; Colorado","105368","32230",
"1500000US080130132103","Block Group 3; Census Tract 132.10; Boulder County; Colorado","89844","21295",
"1500000US080130132111","Block Group 1; Census Tract 132.11; Boulder County; Colorado","164583","26918",
"1500000US080130132112","Block Group 2; Census Tract 132.11; Boulder County; Colorado","208750","152052",
"1500000US080130132113","Block Group 3; Census Tract 132.11; Boulder County; Colorado","-","**",
"1500000US080130132114","Block Group 4; Census Tract 132.11; Boulder County; Colorado","108297","29441",
"1500000US080130132115","Block Group 5; Census Tract 132.11; Boulder County; Colorado","151615","89779",
"1500000US080130132116","Block Group 6; Census Tract 132.11; Boulder County; Colorado","250,000+","***",
"1500000US080130132121","Block Group 1; Census Tract 132.12; Boulder County; Colorado","102396","6084",
"1500000US080130132122","Block Group 2; Census Tract 132.12; Boulder County; Colorado","177981","62641",
"1500000US080130132123","Block Group 3; Census Tract 132.12; Boulder County; Colorado","94375","27369",
"1500000US080130132124","Block Group 4; Census Tract 132.12; Boulder County; Colorado","79275","14802",
"1500000US080130132141","Block Group 1; Census Tract 132.14; Boulder County; Colorado","212706","50757",
"1500000US080130132142","Block Group 2; Census Tract 132.14; Boulder County; Colorado","109402","21283",
"1500000US080130132151","Block Group 1; Census Tract 132.15; Boulder County; Colorado","91250","64858",
"1500000US080130132152","Block Group 2; Census Tract 132.15; Boulder County; Colorado","63192","12693",
"1500000US080130132153","Block Group 3; Census Tract 132.15; Boulder County; Colorado","210735","54340",
"1500000US080130133021","Block Group 1; Census Tract 133.02; Boulder County; Colorado","52711","5524",
"1500000US080130133022","Block Group 2; Census Tract 133.02; Boulder County; Colorado","-","**",
"1500000US080130133023","Block Group 3; Census Tract 133.02; Boulder County; Colorado","-","**",
"1500000US080130133024","Block Group 4; Census Tract 133.02; Boulder County; Colorado","86548","18395",
"1500000US080130133025","Block Group 5; Census Tract 133.02; Boulder County; Colorado","69564","51936",
"1500000US080130133051","Block Group 1; Census Tract 133.05; Boulder County; Colorado","105438","16489",
"1500000US080130133052","Block Group 2; Census Tract 133.05; Boulder County; Colorado","124464","49817",
"1500000US080130133053","Block Group 3; Census Tract 133.05; Boulder County; Colorado","85100","74834",
"1500000US080130133061","Block Group 1; Census Tract 133.06; Boulder County; Colorado","90385","11770",
"1500000US080130133062","Block Group 2; Census Tract 133.06; Boulder County; Colorado","92784","12897",
"1500000US080130133071","Block Group 1; Census Tract 133.07; Boulder County; Colorado","73000","31171",
"1500000US080130133072","Block Group 2; Census Tract 133.07; Boulder County; Colorado","85682","20546",
"1500000US080130133081","Block Group 1; Census Tract 133.08; Boulder County; Colorado","94432","25505",
"1500000US080130133082","Block Group 2; Census Tract 133.08; Boulder County; Colorado","56188","19295",
"1500000US080130133083","Block Group 3; Census Tract 133.08; Boulder County; Colorado","46942","42644",
"1500000US080130134011","Block Group 1; Census Tract 134.01; Boulder County; Colorado","92778","29586",
"1500000US080130134012","Block Group 2; Census Tract 134.01; Boulder County; Colorado","65298","9239",
"1500000US080130134013","Block Group 3; Census Tract 134.01; Boulder County; Colorado","61596","4740",
"1500000US080130134021","Block Group 1; Census Tract 134.02; Boulder County; Colorado","113371","78056",
"1500000US080130134022","Block Group 2; Census Tract 134.02; Boulder County; Colorado","84375","47523",
"1500000US080130134023","Block Group 3; Census Tract 134.02; Boulder County; Colorado","106027","32733",
"1500000US080130134024","Block Group 4; Census Tract 134.02; Boulder County; Colorado","138081","55352",
"1500000US080130134025","Block Group 5; Census Tract 134.02; Boulder County; Colorado","78071","24569",
"1500000US080130135031","Block Group 1; Census Tract 135.03; Boulder County; Colorado","107841","25517",
"1500000US080130135032","Block Group 2; Census Tract 135.03; Boulder County; Colorado","55192","18342",
"1500000US080130135033","Block Group 3; Census Tract 135.03; Boulder County; Colorado","59753","28651",
"1500000US080130135034","Block Group 4; Census Tract 135.03; Boulder County; Colorado","83929","16600",
"1500000US080130135051","Block Group 1; Census Tract 135.05; Boulder County; Colorado","123456","49911",
"1500000US080130135052","Block Group 2; Census Tract 135.05; Boulder County; Colorado","60568","21114",
"1500000US080130135053","Block Group 3; Census Tract 135.05; Boulder County; Colorado","59118","19064",
"1500000US080130135061","Block Group 1; Census Tract 135.06; Boulder County; Colorado","92697","23810",
"1500000US080130135062","Block Group 2; Census Tract 135.06; Boulder County; Colorado","100179","11121",
"1500000US080130135071","Block Group 1; Census Tract 135.07; Boulder County; Colorado","74414","10091",
"1500000US080130135072","Block Group 2; Census Tract 135.07; Boulder County; Colorado","110540","30862",
"1500000US080130135081","Block Group 1; Census Tract 135.08; Boulder County; Colorado","134028","28361",
"1500000US080130135082","Block Group 2; Census Tract 135.08; Boulder County; Colorado","132895","42714",
"1500000US080130135083","Block Group 3; Census Tract 135.08; Boulder County; Colorado","178368","41601",
"1500000US080130135084","Block Group 4; Census Tract 135.08; Boulder County; Colorado","83212","17529",
"1500000US080130136011","Block Group 1; Census Tract 136.01; Boulder County; Colorado","122936","10420",
"1500000US080130136012","Block Group 2; Census Tract 136.01; Boulder County; Colorado","125500","45275",
"1500000US080130136013","Block Group 3; Census Tract 136.01; Boulder County; Colorado","-","**",
"1500000US080130136021","Block Group 1; Census Tract 136.02; Boulder County; Colorado","139286","80305",
"1500000US080130136022","Block Group 2; Census Tract 136.02; Boulder County; Colorado","107569","82292",
"1500000US080130137031","Block Group 1; Census Tract 137.03; Boulder County; Colorado","149091","21292",
"1500000US080130137032","Block Group 2; Census Tract 137.03; Boulder County; Colorado","85213","42581",
"1500000US080130137041","Block Group 1; Census Tract 137.04; Boulder County; Colorado","79474","36601",
"1500000US080130137042","Block Group 2; Census Tract 137.04; Boulder County; Colorado","-","**",
"1500000US080130137043","Block Group 3; Census Tract 137.04; Boulder County; Colorado","74858","39797",
"1500000US080130137044","Block Group 4; Census Tract 137.04; Boulder County; Colorado","114000","81246",
"1500000US080130137051","Block Group 1; Census Tract 137.05; Boulder County; Colorado","104167","40725",
"1500000US080130137052","Block Group 2; Census Tract 137.05; Boulder County; Colorado","112891","45433",
"1500000US080130137053","Block Group 3; Census Tract 137.05; Boulder County; Colorado","61064","30437",
"1500000US080130137061","Block Group 1; Census Tract 137.06; Boulder County; Colorado","-","**",
"1500000US080130137062","Block Group 2; Census Tract 137.06; Boulder County; Colorado","142679","60127",
"1500000US080130137063","Block Group 3; Census Tract 137.06; Boulder County; Colorado","148397","61833",
"1500000US080130137064","Block Group 4; Census Tract 137.06; Boulder County; Colorado","124432","44856",
"1500000US080130606011","Block Group 1; Census Tract 606.01; Boulder County; Colorado","158750","42135",
"1500000US080130606012","Block Group 2; Census Tract 606.01; Boulder County; Colorado","141786","12126",
"1500000US080130606013","Block Group 3; Census Tract 606.01; Boulder County; Colorado","96250","18678",
"1500000US080130606021","Block Group 1; Census Tract 606.02; Boulder County; Colorado","104464","77497",
"1500000US080130607001","Block Group 1; Census Tract 607; Boulder County; Colorado","250,000+","***",
"1500000US080130607002","Block Group 2; Census Tract 607; Boulder County; Colorado","153293","24478",
"1500000US080130607003","Block Group 3; Census Tract 607; Boulder County; Colorado","132143","45720",
"1500000US080130608011","Block Group 1; Census Tract 608.01; Boulder County; Colorado","-","**",
"1500000US080130608012","Block Group 2; Census Tract 608.01; Boulder County; Colorado","100652","38278",
"1500000US080130608013","Block Group 3; Census Tract 608.01; Boulder County; Colorado","71768","6759",
"1500000US080130608021","Block Group 1; Census Tract 608.02; Boulder County; Colorado","59004","12647",
"1500000US080130608022","Block Group 2; Census Tract 608.02; Boulder County; Colorado","49167","25042",
"1500000US080130608023","Block Group 3; Census Tract 608.02; Boulder County; Colorado","78139","19786",
"1500000US080130608024","Block Group 4; Census Tract 608.02; Boulder County; Colorado","-","**",
"1500000US080130609001","Block Group 1; Census Tract 609; Boulder County; Colorado","131348","41217",
"1500000US080130609002","Block Group 2; Census Tract 609; Boulder County; Colorado","163052","34603",
"1500000US080130609003","Block Group 3; Census Tract 609; Boulder County; Colorado","71789","31150",
"1500000US080130613001","Block Group 1; Census Tract 613; Boulder County; Colorado","213214","32032",
"1500000US080130613002","Block Group 2; Census Tract 613; Boulder County; Colorado","250,000+","***",
"1500000US080130614001","Block Group 1; Census Tract 614; Boulder County; Colorado","207072","19200",
"1500000US080130614002","Block Group 2; Census Tract 614; Boulder County; Colorado","195083","61261",
"1500000US080140300001","Block Group 1; Census Tract 300; Broomfield County; Colorado","62679","15417",
"1500000US080140300002","Block Group 2; Census Tract 300; Broomfield County; Colorado","111518","17611",
"1500000US080140301001","Block Group 1; Census Tract 301; Broomfield County; Colorado","84620","35702",
"1500000US080140301002","Block Group 2; Census Tract 301; Broomfield County; Colorado","146538","32215",
"1500000US080140302001","Block Group 1; Census Tract 302; Broomfield County; Colorado","103377","10917",
"1500000US080140303001","Block Group 1; Census Tract 303; Broomfield County; Colorado","68281","13854",
"1500000US080140303002","Block Group 2; Census Tract 303; Broomfield County; Colorado","84006","26643",
"1500000US080140304001","Block Group 1; Census Tract 304; Broomfield County; Colorado","193661","98687",
"1500000US080140304002","Block Group 2; Census Tract 304; Broomfield County; Colorado","197788","51709",
"1500000US080140304003","Block Group 3; Census Tract 304; Broomfield County; Colorado","126250","54564",
"1500000US080140305001","Block Group 1; Census Tract 305; Broomfield County; Colorado","217955","13480",
"1500000US080140305002","Block Group 2; Census Tract 305; Broomfield County; Colorado","250,000+","***",
"1500000US080140305003","Block Group 3; Census Tract 305; Broomfield County; Colorado","184659","54957",
"1500000US080140305004","Block Group 4; Census Tract 305; Broomfield County; Colorado","183462","52552",
"1500000US080140306001","Block Group 1; Census Tract 306; Broomfield County; Colorado","159250","30556",
"1500000US080140306002","Block Group 2; Census Tract 306; Broomfield County; Colorado","146522","19499",
"1500000US080140306003","Block Group 3; Census Tract 306; Broomfield County; Colorado","58914","31350",
"1500000US080140306004","Block Group 4; Census Tract 306; Broomfield County; Colorado","188140","50837",
"1500000US080140307001","Block Group 1; Census Tract 307; Broomfield County; Colorado","154904","48174",
"1500000US080140307002","Block Group 2; Census Tract 307; Broomfield County; Colorado","93958","33834",
"1500000US080140308001","Block Group 1; Census Tract 308; Broomfield County; Colorado","108317","42622",
"1500000US080140308002","Block Group 2; Census Tract 308; Broomfield County; Colorado","80250","17317",
"1500000US080140308003","Block Group 3; Census Tract 308; Broomfield County; Colorado","196250","23131",
"1500000US080140308004","Block Group 4; Census Tract 308; Broomfield County; Colorado","139625","40803",
"1500000US080140309001","Block Group 1; Census Tract 309; Broomfield County; Colorado","228370","30528",
"1500000US080140309002","Block Group 2; Census Tract 309; Broomfield County; Colorado","138333","71196",
"1500000US080140309003","Block Group 3; Census Tract 309; Broomfield County; Colorado","108707","40626",
"1500000US080140309004","Block Group 4; Census Tract 309; Broomfield County; Colorado","81887","26203",
"1500000US080140310001","Block Group 1; Census Tract 310; Broomfield County; Colorado","149583","76688",
"1500000US080140310002","Block Group 2; Census Tract 310; Broomfield County; Colorado","133137","13899",
"1500000US080140310003","Block Group 3; Census Tract 310; Broomfield County; Colorado","147431","86823",
"1500000US080140311011","Block Group 1; Census Tract 311.01; Broomfield County; Colorado","103844","21707",
"1500000US080140311012","Block Group 2; Census Tract 311.01; Broomfield County; Colorado","115743","31483",
"1500000US080140311021","Block Group 1; Census Tract 311.02; Broomfield County; Colorado","90250","7227",
"1500000US080140311022","Block Group 2; Census Tract 311.02; Broomfield County; Colorado","97917","24767",
"1500000US080140311031","Block Group 1; Census Tract 311.03; Broomfield County; Colorado","116447","15729",
"1500000US080140311041","Block Group 1; Census Tract 311.04; Broomfield County; Colorado","102850","10716",
"1500000US080140312011","Block Group 1; Census Tract 312.01; Broomfield County; Colorado","72109","20738",
"1500000US080140312012","Block Group 2; Census Tract 312.01; Broomfield County; Colorado","77835","15262",
"1500000US080140312021","Block Group 1; Census Tract 312.02; Broomfield County; Colorado","122429","19881",
"1500000US080140312022","Block Group 2; Census Tract 312.02; Broomfield County; Colorado","71548","24817",
"1500000US080140313001","Block Group 1; Census Tract 313; Broomfield County; Colorado","183182","47919",
"1500000US080140313002","Block Group 2; Census Tract 313; Broomfield County; Colorado","186172","34200",
"1500000US080140314011","Block Group 1; Census Tract 314.01; Broomfield County; Colorado","91688","16731",
"1500000US080140314012","Block Group 2; Census Tract 314.01; Broomfield County; Colorado","138594","46982",
"1500000US080140314021","Block Group 1; Census Tract 314.02; Broomfield County; Colorado","163958","42418",
"1500000US080140314031","Block Group 1; Census Tract 314.03; Broomfield County; Colorado","247500","45802",
"1500000US080140314032","Block Group 2; Census Tract 314.03; Broomfield County; Colorado","250,000+","***",
"1500000US080140314033","Block Group 3; Census Tract 314.03; Broomfield County; Colorado","215000","43855",
"1500000US080149801001","Block Group 1; Census Tract 9801; Broomfield County; Colorado","-","**",
"1500000US080149802001","Block Group 1; Census Tract 9802; Broomfield County; Colorado","-","**",
"1500000US080149803001","Block Group 1; Census Tract 9803; Broomfield County; Colorado","-","**",
"1500000US080150001001","Block Group 1; Census Tract 1; Chaffee County; Colorado","90234","54895",
"1500000US080150001002","Block Group 2; Census Tract 1; Chaffee County; Colorado","55114","24584",
"1500000US080150001003","Block Group 3; Census Tract 1; Chaffee County; Colorado","48250","23223",
"1500000US080150002001","Block Group 1; Census Tract 2; Chaffee County; Colorado","81900","24947",
"1500000US080150002002","Block Group 2; Census Tract 2; Chaffee County; Colorado","125109","72345",
"1500000US080150002003","Block Group 3; Census Tract 2; Chaffee County; Colorado","91607","29466",
"1500000US080150003001","Block Group 1; Census Tract 3; Chaffee County; Colorado","65278","31145",
"1500000US080150003002","Block Group 2; Census Tract 3; Chaffee County; Colorado","101380","24769",
"1500000US080150003003","Block Group 3; Census Tract 3; Chaffee County; Colorado","89550","17313",
"1500000US080150004021","Block Group 1; Census Tract 4.02; Chaffee County; Colorado","61165","16620",
"1500000US080150004022","Block Group 2; Census Tract 4.02; Chaffee County; Colorado","66625","24860",
"1500000US080150004031","Block Group 1; Census Tract 4.03; Chaffee County; Colorado","99984","17061",
"1500000US080150004032","Block Group 2; Census Tract 4.03; Chaffee County; Colorado","99575","22800",
"1500000US080150004041","Block Group 1; Census Tract 4.04; Chaffee County; Colorado","129861","62681",
"1500000US080150004042","Block Group 2; Census Tract 4.04; Chaffee County; Colorado","89688","33599",
"1500000US080179606001","Block Group 1; Census Tract 9606; Cheyenne County; Colorado","72500","16666",
"1500000US080179606002","Block Group 2; Census Tract 9606; Cheyenne County; Colorado","65469","22641",
"1500000US080190147011","Block Group 1; Census Tract 147.01; Clear Creek County; Colorado","150670","90483",
"1500000US080190147012","Block Group 2; Census Tract 147.01; Clear Creek County; Colorado","224792","126310",
"1500000US080190147021","Block Group 1; Census Tract 147.02; Clear Creek County; Colorado","-","**",
"1500000US080190147022","Block Group 2; Census Tract 147.02; Clear Creek County; Colorado","64081","1515",
"1500000US080190147023","Block Group 3; Census Tract 147.02; Clear Creek County; Colorado","157150","33198",
"1500000US080190148001","Block Group 1; Census Tract 148; Clear Creek County; Colorado","89016","15415",
"1500000US080190148002","Block Group 2; Census Tract 148; Clear Creek County; Colorado","-","**",
"1500000US080190149001","Block Group 1; Census Tract 149; Clear Creek County; Colorado","79118","36945",
"1500000US080190149002","Block Group 2; Census Tract 149; Clear Creek County; Colorado","62098","7283",
"1500000US080190149003","Block Group 3; Census Tract 149; Clear Creek County; Colorado","113400","83278",
"1500000US080190149004","Block Group 4; Census Tract 149; Clear Creek County; Colorado","51875","45473",
"1500000US080219748001","Block Group 1; Census Tract 9748; Conejos County; Colorado","56280","6136",
"1500000US080219748002","Block Group 2; Census Tract 9748; Conejos County; Colorado","40625","13778",
"1500000US080219749001","Block Group 1; Census Tract 9749; Conejos County; Colorado","43333","25114",
"1500000US080219749002","Block Group 2; Census Tract 9749; Conejos County; Colorado","53750","30491",
"1500000US080219749003","Block Group 3; Census Tract 9749; Conejos County; Colorado","57250","20345",
"1500000US080219749004","Block Group 4; Census Tract 9749; Conejos County; Colorado","49167","30867",
"1500000US080239726001","Block Group 1; Census Tract 9726; Costilla County; Colorado","42321","17951",
"1500000US080239726002","Block Group 2; Census Tract 9726; Costilla County; Colorado","36659","7618",
"1500000US080239727001","Block Group 1; Census Tract 9727; Costilla County; Colorado","26673","2327",
"1500000US080239727002","Block Group 2; Census Tract 9727; Costilla County; Colorado","37356","20109",
"1500000US080259696011","Block Group 1; Census Tract 9696.01; Crowley County; Colorado","48604","3200",
"1500000US080259696012","Block Group 2; Census Tract 9696.01; Crowley County; Colorado","47750","34940",
"1500000US080259696021","Block Group 1; Census Tract 9696.02; Crowley County; Colorado","44417","12147",
"1500000US080259696022","Block Group 2; Census Tract 9696.02; Crowley County; Colorado","51875","14149",
"1500000US080279701011","Block Group 1; Census Tract 9701.01; Custer County; Colorado","118333","78607",
"1500000US080279701012","Block Group 2; Census Tract 9701.01; Custer County; Colorado","60959","3491",
"1500000US080279701013","Block Group 3; Census Tract 9701.01; Custer County; Colorado","113846","32276",
"1500000US080279701014","Block Group 4; Census Tract 9701.01; Custer County; Colorado","53309","16762",
"1500000US080279701021","Block Group 1; Census Tract 9701.02; Custer County; Colorado","-","**",
"1500000US080279701022","Block Group 2; Census Tract 9701.02; Custer County; Colorado","84219","7466",
"1500000US080279701023","Block Group 3; Census Tract 9701.02; Custer County; Colorado","45526","20788",
"1500000US080299646001","Block Group 1; Census Tract 9646; Delta County; Colorado","77049","26989",
"1500000US080299646002","Block Group 2; Census Tract 9646; Delta County; Colorado","46818","16060",
"1500000US080299646003","Block Group 3; Census Tract 9646; Delta County; Colorado","76923","68848",
"1500000US080299646004","Block Group 4; Census Tract 9646; Delta County; Colorado","87925","13531",
"1500000US080299647001","Block Group 1; Census Tract 9647; Delta County; Colorado","52333","5476",
"1500000US080299647002","Block Group 2; Census Tract 9647; Delta County; Colorado","57072","15198",
"1500000US080299647003","Block Group 3; Census Tract 9647; Delta County; Colorado","65868","23486",
"1500000US080299648001","Block Group 1; Census Tract 9648; Delta County; Colorado","46964","9155",
"1500000US080299648002","Block Group 2; Census Tract 9648; Delta County; Colorado","55474","20899",
"1500000US080299648003","Block Group 3; Census Tract 9648; Delta County; Colorado","-","**",
"1500000US080299648004","Block Group 4; Census Tract 9648; Delta County; Colorado","52059","39323",
"1500000US080299649001","Block Group 1; Census Tract 9649; Delta County; Colorado","63074","9705",
"1500000US080299649002","Block Group 2; Census Tract 9649; Delta County; Colorado","42000","19250",
"1500000US080299649003","Block Group 3; Census Tract 9649; Delta County; Colorado","67844","12782",
"1500000US080299650011","Block Group 1; Census Tract 9650.01; Delta County; Colorado","54328","13671",
"1500000US080299650012","Block Group 2; Census Tract 9650.01; Delta County; Colorado","69225","22634",
"1500000US080299650013","Block Group 3; Census Tract 9650.01; Delta County; Colorado","53500","17486",
"1500000US080299650021","Block Group 1; Census Tract 9650.02; Delta County; Colorado","71250","36664",
"1500000US080299650022","Block Group 2; Census Tract 9650.02; Delta County; Colorado","70605","18580",
"1500000US080299651001","Block Group 1; Census Tract 9651; Delta County; Colorado","37199","9300",
